Ingrédient;Catégorie;State
Jus de tamarin;Boissons sans alcool;Liquide
Jus de framboise;Boissons sans alcool;Liquide
Clamato;Boissons sans alcool;Solide
Jus de goyave;Boissons sans alcool;Liquide
Concentré de café glacé;Boissons sans alcool;Liquide
Thé au jasmin;Boissons sans alcool;Liquide
Jus de fraise;Boissons sans alcool;Liquide
Feuilles de thé vert;Boissons sans alcool;Liquide
Jus de myrtille;Boissons sans alcool;Liquide
Jus de betterave rouge;Boissons sans alcool;Liquide
Sirop de rose;Boissons sans alcool;Liquide
Jus de légumes V8;Boissons sans alcool;Liquide
Jus de citron sucré;Boissons sans alcool;Liquide
Mélange pour limonade;Boissons sans alcool;Solide
Thé thaï;Boissons sans alcool;Liquide
Concentré de jus d'ananas;Boissons sans alcool;Liquide
Mélange de jus;Boissons sans alcool;Liquide
Jus de pruneau;Boissons sans alcool;Liquide
Jus d'aloe vera;Boissons sans alcool;Liquide
Fleur de pois papillon;Boissons sans alcool;Solide
Lapsang souchong;Boissons sans alcool;Solide
Cidre pétillant;Boissons sans alcool;Solide
Jus de baies;Boissons sans alcool;Liquide
Thé à  la passion;Boissons sans alcool;Liquide
Thé blanc;Boissons sans alcool;Liquide
Soda à  la fraise;Boissons sans alcool;Solide
Jus de cassis;Boissons sans alcool;Liquide
Thé à  la menthe poivrée;Boissons sans alcool;Liquide
Jus de litchi;Boissons sans alcool;Liquide
Tisane;Boissons sans alcool;Solide
Jus de banane;Boissons sans alcool;Liquide
Jus de canneberge et framboise;Boissons sans alcool;Liquide
Café de chicorée;Boissons sans alcool;Liquide
Limonade framboise;Boissons sans alcool;Solide
Café décaféiné;Boissons sans alcool;Liquide
Eau citronnée;Boissons sans alcool;Liquide
Café aux épices de citrouille;Boissons sans alcool;Liquide
Soda citron amer;Boissons sans alcool;Solide
Soda à  la cerise;Boissons sans alcool;Solide
Pepsi;Boissons sans alcool;Solide
Jus de citron;Boissons sans alcool;Liquide
Café soluble;Boissons sans alcool;Liquide
Jus de citron vert;Boissons sans alcool;Liquide
Matcha;Boissons sans alcool;Solide
Thé noir;Boissons sans alcool;Liquide
Schweppes;Boissons sans alcool;Solide
Grains de café;Boissons sans alcool;Liquide
Jus de fruit multivitaminé;Boissons sans alcool;Liquide
Coca-Cola;Boissons sans alcool;Solide
Jus de yuzu;Boissons sans alcool;Liquide
Café liquide;Boissons sans alcool;Liquide
Café froid;Boissons sans alcool;Liquide
Infusion;Boissons sans alcool;Solide
Ricoré;Boissons sans alcool;Solide
Thé au citron;Boissons sans alcool;Liquide
Eau d'érable;Boissons sans alcool;Liquide
Thé à  la menthe;Boissons sans alcool;Liquide
Orangina;Boissons sans alcool;Solide
Cappuccino;Boissons sans alcool;Solide
Café arabica;Boissons sans alcool;Liquide
Jus de gingembre;Boissons sans alcool;Liquide
Jus de papaye;Boissons sans alcool;Liquide
Jus de melon;Boissons sans alcool;Liquide
Champomy;Boissons sans alcool;Solide
Thé de Chine;Boissons sans alcool;Liquide
Thé à  la vanille;Boissons sans alcool;Liquide
Thé à  l'orange;Boissons sans alcool;Liquide
Jus de coco;Boissons sans alcool;Liquide
Thé au caramel;Boissons sans alcool;Liquide
Jus de blé;Boissons sans alcool;Liquide
Thé au fruit;Boissons sans alcool;Liquide
